filename	price	unit	price_per_100g
/home/nacnudus/R/food/items/groceries|km-crustaway-white-bread-400g.html	0.25	100g	0.25
/home/nacnudus/R/food/items/groceries|knorr-aromat-savoury-seasoning-90g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-aromat-savoury-seasoning-90g.html	0.11	10g	1.1
/home/nacnudus/R/food/items/groceries|knorr-beef-gravy-pot-x4-112g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-beef-gravy-pot-x4-112g.html	1.61	100g	1.61
/home/nacnudus/R/food/items/groceries|knorr-beef-stock-pot-gel-8x224g.html	2.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-beef-stock-pot-gel-8x224g.html	1.12	100g	1.12
/home/nacnudus/R/food/items/groceries|knorr-broccoli---stilton-soup-60g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-broccoli---stilton-soup-60g.html	1.25	100g	1.25
/home/nacnudus/R/food/items/groceries|knorr-chicken-gravy-pot-x4-112g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-chicken-gravy-pot-x4-112g.html	1.61	100g	1.61
/home/nacnudus/R/food/items/groceries|knorr-chicken-noodle-packet-soup-51g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-chicken-noodle-packet-soup-51g.html	1.47	100g	1.47
/home/nacnudus/R/food/items/groceries|knorr-chicken-stock-pot-gel-8x224g.html	2.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-chicken-stock-pot-gel-8x224g.html	1.12	100g	1.12
/home/nacnudus/R/food/items/groceries|knorr-flavour-pot-mixed-chillies-x4-92g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-flavour-pot-mixed-chillies-x4-92g.html	0.11	10g	1.1
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-curry-x4-92g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-curry-x4-92g.html	0.11	10g	1.1
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-garlic-x4-92g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-garlic-x4-92g.html	0.11	10g	1.1
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-mixed-herbs-x4-92g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-flavour-pots-mixed-herbs-x4-92g.html	0.11	10g	1.1
/home/nacnudus/R/food/items/groceries|knorr-florida-spring-vegetable-packet-soup-44g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-florida-spring-vegetable-packet-soup-44g.html	1.7	100g	1.7
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-chilli-con-carne-mix-64g.html	0.9	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-chilli-con-carne-mix-64g.html	1.41	100g	1.41
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-moroccan-chicken-mix-63g.html	0.9	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-moroccan-chicken-mix-63g.html	1.43	100g	1.43
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-spaghetti-bolognese-mix-43g.html	0.9	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-naturally-tasty-spaghetti-bolognese-mix-43g.html	2.09	100g	2.09
/home/nacnudus/R/food/items/groceries|knorr-onion-gravy-jelly-4x28g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-onion-gravy-jelly-4x28g.html	1.61	100g	1.61
/home/nacnudus/R/food/items/groceries|knorr-rich-beef-stock-pot-gel-224g-x8.html	2.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-rich-beef-stock-pot-gel-224g-x8.html	1.12	100g	1.12
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--beef-x20.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--beef-x20.html	1	100g	1
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--beef-x8-80g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--beef-x8-80g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--chicken-x20.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--chicken-x20.html	1	100g	1
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--chicken-x8-80g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--chicken-x8-80g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--ham-x8-76g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--ham-x8-76g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--lamb-x8-76g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--lamb-x8-76g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--pork-x8-80g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--pork-x8-80g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--vegetable-x8-80g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-cubes--vegetable-x8-80g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-fish-cubes-80g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-fish-cubes-80g.html	2.19	100g	2.19
/home/nacnudus/R/food/items/groceries|knorr-stock-pot--chicken-4x28g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-pot--chicken-4x28g.html	1.34	100g	1.34
/home/nacnudus/R/food/items/groceries|knorr-stock-pot-gel--beef-4x28g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stock-pot-gel--beef-4x28g.html	1.34	100g	1.34
/home/nacnudus/R/food/items/groceries|knorr-stockpot-fish-4s-112g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stockpot-fish-4s-112g.html	1.34	100g	1.34
/home/nacnudus/R/food/items/groceries|knorr-stockpot-rich-beef-4s-112g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-stockpot-rich-beef-4s-112g.html	1.34	100g	1.34
/home/nacnudus/R/food/items/groceries|knorr-touch-of-taste-gravy--beef-180ml.html	2.2	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-touch-of-taste-gravy--beef-180ml.html	1.22	100ml	1.22
/home/nacnudus/R/food/items/groceries|knorr-touch-of-taste-gravy--chicken-180ml.html	2.2	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-touch-of-taste-gravy--chicken-180ml.html	1.22	100ml	1.22
/home/nacnudus/R/food/items/groceries|knorr-vegetable-stock-pot-4x28g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-vegetable-stock-pot-4x28g.html	1.34	100g	1.34
/home/nacnudus/R/food/items/groceries|knorr-vegetable-stock-pot-gel-8x224g.html	2.5	unit	NA
/home/nacnudus/R/food/items/groceries|knorr-vegetable-stock-pot-gel-8x224g.html	1.12	100g	1.12
/home/nacnudus/R/food/items/groceries|ko-lee-bang%21-bang%21-noodles-chicken-feel-good-flavour-65g.html	0.9	unit	NA
/home/nacnudus/R/food/items/groceries|ko-lee-bang%21-bang%21-noodles-chicken-feel-good-flavour-65g.html	13.850000000000001	kg	1.3850000000000002
/home/nacnudus/R/food/items/groceries|ko-lee-bang%21-bang%21-noodles-ruby-murray-curry-flavour-65g.html	0.9	unit	NA
/home/nacnudus/R/food/items/groceries|ko-lee-bang%21-bang%21-noodles-ruby-murray-curry-flavour-65g.html	13.850000000000001	kg	1.3850000000000002
/home/nacnudus/R/food/items/groceries|ko-lee-cup-hot---spicy-65g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ko-lee-cup-hot---spicy-65g.html	0.69	kg	0.06899999999999999
/home/nacnudus/R/food/items/groceries|ko-lee-go-cup-chicken-noodles-65g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ko-lee-go-cup-chicken-noodles-65g.html	0.69	kg	0.06899999999999999
/home/nacnudus/R/food/items/groceries|ko-lee-rice-vermicelli-noodles.html	0.8	unit	NA
/home/nacnudus/R/food/items/groceries|ko-lee-rice-vermicelli-noodles.html	4	kg	0.4
/home/nacnudus/R/food/items/groceries|koh-kae-peanuts-wasbi-flavour-240g.html	2.5	unit	NA
/home/nacnudus/R/food/items/groceries|koh-kae-peanuts-wasbi-flavour-240g.html	1.04	100g	1.04
/home/nacnudus/R/food/items/groceries|koko-dairy-free-chocolate-3x250ml.html	1.6	unit	NA
/home/nacnudus/R/food/items/groceries|koko-dairy-free-chocolate-3x250ml.html	2.13	ltr	0.213
/home/nacnudus/R/food/items/groceries|koko-dairy-free-light-1l.html	1.2	unit	NA
/home/nacnudus/R/food/items/groceries|koko-dairy-free-light-1l.html	1.2	ltr	0.12
/home/nacnudus/R/food/items/groceries|koko-dairy-free-original-1l.html	1.3	unit	NA
/home/nacnudus/R/food/items/groceries|koko-dairy-free-original-1l.html	1.3	ltr	0.13
/home/nacnudus/R/food/items/groceries|koko-dairy-free-original-3x250ml.html	1.6	unit	NA
/home/nacnudus/R/food/items/groceries|koko-dairy-free-original-3x250ml.html	2.13	ltr	0.213
/home/nacnudus/R/food/items/groceries|koko-kanu-jamaican-coconut-rum-70cl.html	20	unit	NA
/home/nacnudus/R/food/items/groceries|koko-kanu-jamaican-coconut-rum-70cl.html	28.57	ltr	2.857
/home/nacnudus/R/food/items/groceries|koko-long-life-coconut-milk-alternative-1l.html	1.2	unit	NA
/home/nacnudus/R/food/items/groceries|koko-long-life-coconut-milk-alternative-1l.html	1.2	ltr	0.12
/home/nacnudus/R/food/items/groceries|kolee-instant-noodles-chicken-85g.html	0.4	unit	NA
/home/nacnudus/R/food/items/groceries|kolee-instant-noodles-chicken-85g.html	4.71	kg	0.471
/home/nacnudus/R/food/items/groceries|kopparberg-0%25-alc-mixed-fruit-500ml.html	1.1	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-0%25-alc-mixed-fruit-500ml.html	2.2	ltr	0.22000000000000003
/home/nacnudus/R/food/items/groceries|kopparberg-cider-strawberry---lime-500ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-cider-strawberry---lime-500ml.html	4	ltr	0.4
/home/nacnudus/R/food/items/groceries|kopparberg-elderflower---lime-500ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-elderflower---lime-500ml.html	4	ltr	0.4
/home/nacnudus/R/food/items/groceries|kopparberg-frozen-fruit-cider-sorbet-strawberry---lime-250ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-frozen-fruit-cider-sorbet-strawberry---lime-250ml.html	8	ltr	0.8
/home/nacnudus/R/food/items/groceries|kopparberg-fruit-lager-4x330ml.html	5.5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-fruit-lager-4x330ml.html	4.17	ltr	0.417
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-10x330ml-cans.html	12.5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-10x330ml-cans.html	3.79	ltr	0.379
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-330ml---glass.html	6	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-330ml---glass.html	6	ea	NA
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-4x330ml.html	5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-4x330ml.html	3.79	ltr	0.379
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-cider-500ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-mixed-fruit-cider-500ml.html	4	ltr	0.4
/home/nacnudus/R/food/items/groceries|kopparberg-pear-alcohol-free-premium-cider-500ml.html	1.1	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-pear-alcohol-free-premium-cider-500ml.html	2.2	ltr	0.22000000000000003
/home/nacnudus/R/food/items/groceries|kopparberg-pear-cans-4x440ml.html	4.5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-pear-cans-4x440ml.html	2.56	ltr	0.256
/home/nacnudus/R/food/items/groceries|kopparberg-pear-premium-cider-500ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-pear-premium-cider-500ml.html	4	ltr	0.4
/home/nacnudus/R/food/items/groceries|kopparberg-strawberry---lime-10x330ml.html	12.5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-strawberry---lime-10x330ml.html	3.79	ltr	0.379
/home/nacnudus/R/food/items/groceries|kopparberg-strawberry---lime-4x330ml.html	5	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-strawberry---lime-4x330ml.html	3.79	ltr	0.379
/home/nacnudus/R/food/items/groceries|kopparberg-summer-fruits-light-cider-250ml.html	1.6	unit	NA
/home/nacnudus/R/food/items/groceries|kopparberg-summer-fruits-light-cider-250ml.html	6.4	ltr	0.64
/home/nacnudus/R/food/items/groceries|kourtaki-mavrodaphne-of-patras-sweet-red-75cl.html	5.5	unit	NA
/home/nacnudus/R/food/items/groceries|kourtaki-mavrodaphne-of-patras-sweet-red-75cl.html	5.5	75cl	0.07333333333333333
/home/nacnudus/R/food/items/groceries|kp-choc-dips-32g.html	0.65	unit	NA
/home/nacnudus/R/food/items/groceries|kp-choc-dips-32g.html	2.03	100g	2.03
/home/nacnudus/R/food/items/groceries|kp-dry-roasted-peanuts-300g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-dry-roasted-peanuts-300g.html	0.65	100g	0.65
/home/nacnudus/R/food/items/groceries|kp-dry-roasted-peanuts-500g.html	3.4	unit	NA
/home/nacnudus/R/food/items/groceries|kp-dry-roasted-peanuts-500g.html	0.76	100g	0.76
/home/nacnudus/R/food/items/groceries|kp-honey-roasted-peanuts-180g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-honey-roasted-peanuts-180g.html	0.97	100g	0.97
/home/nacnudus/R/food/items/groceries|kp-jumbo-honey-roast-cashews-140g.html	2.8	unit	NA
/home/nacnudus/R/food/items/groceries|kp-jumbo-honey-roast-cashews-140g.html	2	100g	2
/home/nacnudus/R/food/items/groceries|kp-jumbo-salt---vinegar-peanuts-180g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-jumbo-salt---vinegar-peanuts-180g.html	0.97	100g	0.97
/home/nacnudus/R/food/items/groceries|kp-jumbo-salted-peanuts-200g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-jumbo-salted-peanuts-200g.html	0.88	100g	0.88
/home/nacnudus/R/food/items/groceries|kp-jumbo-spicy-chilli-peanut-180g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-jumbo-spicy-chilli-peanut-180g.html	0.97	100g	0.97
/home/nacnudus/R/food/items/groceries|kp-nik-naks-nice-n-spicy-grab-bag-50g.html	0.8500000000000001	unit	NA
/home/nacnudus/R/food/items/groceries|kp-nik-naks-nice-n-spicy-grab-bag-50g.html	1.7	100g	1.7
/home/nacnudus/R/food/items/groceries|kp-original-salted-peanuts-300g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-original-salted-peanuts-300g.html	0.65	100g	0.65
/home/nacnudus/R/food/items/groceries|kp-original-salted-peanuts-500g.html	3.4	unit	NA
/home/nacnudus/R/food/items/groceries|kp-original-salted-peanuts-500g.html	0.76	100g	0.76
/home/nacnudus/R/food/items/groceries|kp-roasted-peanuts--unsalted-270g.html	1.75	unit	NA
/home/nacnudus/R/food/items/groceries|kp-roasted-peanuts--unsalted-270g.html	0.65	100g	0.65
/home/nacnudus/R/food/items/groceries|kp-skips-prawn-cocktail-7x1715g.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|kp-skips-prawn-cocktail-7x1715g.html	1.1600000000000001	100g	1.1600000000000001
/home/nacnudus/R/food/items/groceries|kp-xl-coated-peanuts-grilled-steak-140g.html	1.7	unit	NA
/home/nacnudus/R/food/items/groceries|kp-xl-coated-peanuts-grilled-steak-140g.html	1.21	100g	1.21
/home/nacnudus/R/food/items/groceries|kp-xl-coated-peanuts-sweet-chilli-140g.html	1.7	unit	NA
/home/nacnudus/R/food/items/groceries|kp-xl-coated-peanuts-sweet-chilli-140g.html	1.21	100g	1.21
/home/nacnudus/R/food/items/groceries|krackawheat-200g.html	1.25	unit	NA
/home/nacnudus/R/food/items/groceries|krackawheat-200g.html	0.63	100g	0.63
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--bacon-330g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--bacon-330g.html	5.45	kg	0.545
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--chipotle-59g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--chipotle-59g.html	12.709999999999999	kg	1.271
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--mushroom-59g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--mushroom-59g.html	12.709999999999999	kg	1.271
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--tomato-59g.html	0.75	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese--tomato-59g.html	12.709999999999999	kg	1.271
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese-330g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese-330g.html	5.45	kg	0.545
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese-380g.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni---cheese-380g.html	5.26	kg	0.526
/home/nacnudus/R/food/items/groceries|kraft-macaroni-cheese---chorizo-380g.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni-cheese---chorizo-380g.html	5.26	kg	0.526
/home/nacnudus/R/food/items/groceries|kraft-macaroni-cheese-dinner-206g.html	2.2	unit	NA
/home/nacnudus/R/food/items/groceries|kraft-macaroni-cheese-dinner-206g.html	10.68	kg	1.068
/home/nacnudus/R/food/items/groceries|krakus-cucumbers-in-brine-890g-%28540g*%29.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|krakus-cucumbers-in-brine-890g-%28540g*%29.html	0.22	100g	0.22
/home/nacnudus/R/food/items/groceries|krakus-pickled-dill-cucumbers-890g.html	1.8	unit	NA
/home/nacnudus/R/food/items/groceries|krakus-pickled-dill-cucumbers-890g.html	0.21000000000000002	100g	0.21000000000000002
/home/nacnudus/R/food/items/groceries|krakus-sauerkraut-936g.html	1.3	unit	NA
/home/nacnudus/R/food/items/groceries|krakus-sauerkraut-936g.html	0.14	100g	0.14
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-15x275ml.html	10	unit	NA
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-15x275ml.html	2.42	ltr	0.242
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-18x440ml.html	13	unit	NA
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-18x440ml.html	1.6400000000000001	ltr	0.164
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-4x440ml.html	4.25	unit	NA
/home/nacnudus/R/food/items/groceries|kronenbourg-1664-4x440ml.html	2.4099999999999997	ltr	0.24099999999999996
/home/nacnudus/R/food/items/groceries|kronenbourg-k1664-4x568ml.html	5	unit	NA
/home/nacnudus/R/food/items/groceries|kronenbourg-k1664-4x568ml.html	2.2	ltr	0.22000000000000003
/home/nacnudus/R/food/items/groceries|kruger-chai-latte-classic-india-250g.html	2.3499999999999996	unit	NA
/home/nacnudus/R/food/items/groceries|kruger-chai-latte-classic-india-250g.html	0.9400000000000001	100g	0.9400000000000001
/home/nacnudus/R/food/items/groceries|ktc-blackeye-beans-400g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-blackeye-beans-400g.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|ktc-blackeye-beans-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-blackeye-beans-500g.html	0.3	100g	0.3
/home/nacnudus/R/food/items/groceries|ktc-brown-lentils-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-brown-lentils-500g.html	3	kg	0.3
/home/nacnudus/R/food/items/groceries|ktc-chana-dal-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-chana-dal-500g.html	0.03	10g	0.3
/home/nacnudus/R/food/items/groceries|ktc-chick-peas-400g-6832023-p-44.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-chick-peas-400g-6832023-p-44.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|ktc-chick-peas-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-chick-peas-500g.html	3	kg	0.3
/home/nacnudus/R/food/items/groceries|ktc-chopped-tomatoes-400g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-chopped-tomatoes-400g.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|ktc-coconut-milk-400ml.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-coconut-milk-400ml.html	0.25	100ml	0.25
/home/nacnudus/R/food/items/groceries|ktc-coconut-oil-500ml.html	2.4499999999999997	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-coconut-oil-500ml.html	0.49	100ml	0.49
/home/nacnudus/R/food/items/groceries|ktc-creamed-coconut-200g.html	0.8	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-creamed-coconut-200g.html	0.4	100g	0.4
/home/nacnudus/R/food/items/groceries|ktc-extended-life-rapeseed-oil-5l.html	6.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-extended-life-rapeseed-oil-5l.html	0.13	100ml	0.13
/home/nacnudus/R/food/items/groceries|ktc-finest-british-cold-pressed-rapeseed-oil-500ml.html	3.2	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-finest-british-cold-pressed-rapeseed-oil-500ml.html	0.64	100ml	0.64
/home/nacnudus/R/food/items/groceries|ktc-gram-flour-1kg.html	1.4	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-gram-flour-1kg.html	1.4	kg	0.13999999999999999
/home/nacnudus/R/food/items/groceries|ktc-green-lentils-2kg.html	3.9	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-green-lentils-2kg.html	1.95	kg	0.195
/home/nacnudus/R/food/items/groceries|ktc-green-lentils-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-green-lentils-500g.html	0.3	100g	0.3
/home/nacnudus/R/food/items/groceries|ktc-kala-chana-400g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-kala-chana-400g.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|ktc-kesar-mango-pulp-850g.html	1.7	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-kesar-mango-pulp-850g.html	0.2	100g	0.2
/home/nacnudus/R/food/items/groceries|ktc-minced-garlic---ginger-paste-210g.html	1.1	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-minced-garlic---ginger-paste-210g.html	0.52	100g	0.52
/home/nacnudus/R/food/items/groceries|ktc-minced-garlic-paste-210g.html	1.1	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-minced-garlic-paste-210g.html	0.52	100g	0.52
/home/nacnudus/R/food/items/groceries|ktc-minced-ginger-paste-210g.html	1.1	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-minced-ginger-paste-210g.html	0.52	100g	0.52
/home/nacnudus/R/food/items/groceries|ktc-mung-beans-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-mung-beans-500g.html	3	kg	0.3
/home/nacnudus/R/food/items/groceries|ktc-peeled-plum-tomatoes-400g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-peeled-plum-tomatoes-400g.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|ktc-prefluffed-rice-5kg.html	6	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-prefluffed-rice-5kg.html	1.2	kg	0.12
/home/nacnudus/R/food/items/groceries|ktc-pure-butter-ghee-500g.html	4.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-pure-butter-ghee-500g.html	0.9	100g	0.9
/home/nacnudus/R/food/items/groceries|ktc-pure-groundnut-oil-1l.html	2.8	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-pure-groundnut-oil-1l.html	0.28	100ml	0.28
/home/nacnudus/R/food/items/groceries|ktc-rapeseed-oil-1l.html	1.6	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-rapeseed-oil-1l.html	0.16	100ml	0.16
/home/nacnudus/R/food/items/groceries|ktc-red-lentils-2kg.html	3.9	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-red-lentils-2kg.html	1.95	kg	0.195
/home/nacnudus/R/food/items/groceries|ktc-red-lentils-500g.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-red-lentils-500g.html	0.3	100g	0.3
/home/nacnudus/R/food/items/groceries|ktc-rose-water-190ml.html	1	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-rose-water-190ml.html	0.53	100ml	0.53
/home/nacnudus/R/food/items/groceries|ktc-sunflower-oil-1l.html	1.25	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-sunflower-oil-1l.html	0.13	100ml	0.13
/home/nacnudus/R/food/items/groceries|ktc-sunflower-oil-5l.html	6	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-sunflower-oil-5l.html	1.2	ltr	0.12
/home/nacnudus/R/food/items/groceries|ktc-thai-sweet-chilli-sauce-700ml.html	2	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-thai-sweet-chilli-sauce-700ml.html	0.29000000000000004	100ml	0.29000000000000004
/home/nacnudus/R/food/items/groceries|ktc-unrefined-palm-oil-500ml.html	1.5	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-unrefined-palm-oil-500ml.html	0.3	100ml	0.3
/home/nacnudus/R/food/items/groceries|ktc-virgin-coconut-oil--organic-500ml.html	9	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-virgin-coconut-oil--organic-500ml.html	1.8	100ml	1.8
/home/nacnudus/R/food/items/groceries|ktc-white-kidney-beans-400g.html	0.45	unit	NA
/home/nacnudus/R/food/items/groceries|ktc-white-kidney-beans-400g.html	0.11	100g	0.11
/home/nacnudus/R/food/items/groceries|kubus-carrot-drink-300ml.html	0.65	unit	NA
/home/nacnudus/R/food/items/groceries|kubus-carrot-drink-300ml.html	0.22	100ml	0.22
/home/nacnudus/R/food/items/groceries|kubus-go-multivitamin-300ml.html	0.5	unit	NA
/home/nacnudus/R/food/items/groceries|kubus-go-multivitamin-300ml.html	0.16	100ml	0.16
/home/nacnudus/R/food/items/groceries|kubus-go-strawberry-banana-300ml.html	0.5	unit	NA
/home/nacnudus/R/food/items/groceries|kubus-go-strawberry-banana-300ml.html	0.16	100ml	0.16
/home/nacnudus/R/food/items/groceries|kubus-mus-apple--banana---strawberry-100g.html	0.65	unit	NA
/home/nacnudus/R/food/items/groceries|kubus-mus-apple--banana---strawberry-100g.html	0.65	100g	0.65
/home/nacnudus/R/food/items/groceries|kubus-water-strawberry-500ml.html	0.8	unit	NA
/home/nacnudus/R/food/items/groceries|kubus-water-strawberry-500ml.html	0.16	100ml	0.16
/home/nacnudus/R/food/items/groceries|kucharek-seasoning-200g.html	1	unit	NA
